cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_first_price_change,prange_change_first_price_update,number_of_price_updates,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,2month_indust_rets,2month_IPO_volume,2month_pct_above_midpoint,2month_initial_returns,BAA_yield_changes,confidential_IPO,foreign,exchange,underwriter_rank_single,underwriter_rank_avg,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,log_proceeds,market_cap,liab/assets,P/E,P/sales,EPS,priceupdate_down,priceupdate_up
0018169,,14.0,14.0,,-1.5,,-0.10714285714285714,-0.10714285714285714,14.0,,1.0,under,DOLE FOOD CO INC,2009,2009-10-09,2009-10-23,2009-08-14,2009-10-26,2009-10-23,2009/10/23,12.5,12.45,12.28,12.87,12.03,19864170.0,-0.0040000000000000565,-0.01760000000000005,0100,Agric,-0.0951,8.0,25.5,7.050000000000001,-0.019999999999999574,0,0,New York Stock Exchange,9.001,8.4,4,33.5,7+,2.44785104297914,35715000.0,87425000.0,20.03013865618647,1092812500.0,0.8684952555021024,8.753774862022285,0.3300240206902883,1.4279553903345725,0.0,0.0
0029534,,14.0,14.0,,-1.0,,-0.045454545454545456,-0.045454545454545456,14.0,,1.0,within,DOLLAR GENERAL CORP,2009,2009-10-30,2009-11-13,2009-08-20,2009-11-13,2009-11-13,2009/11/13,21.0,22.0,22.73,23.1,21.75,22078390.0,0.047619047619047616,0.0823809523809524,5331,Rtail,0.014799999999999999,8.0,25.5,7.050000000000001,-0.019999999999999574,0,0,New York Stock Exchange,9.001,3.0,3,9.0,0+,9.98958431085044,34100000.0,340644825.0,20.43585039561206,7153541325.0,0.6699609975728517,40.50794652766767,1.2590175522242426,0.5184167996681001,0.0,0.0
0040729,,14.0,14.0,,-1.5,,-0.05660377358490566,-0.05660377358490566,14.0,,1.0,within,ALLY FINANCIAL INC.,2014,2014-03-27,2014-04-10,2011-03-31,2014-04-11,2014-04-10,2014/04/10,25.0,24.25,23.98,24.79,23.76,63522410.0,-0.03,-0.04079999999999998,6172,Banks,0.03,21.5,38.5,19.1,-0.040000000000000036,0,0,New York Stock Exchange,9.001,8.8,5,44.0,7+,5.068429410526316,95000000.0,481500794.0,21.646532182556992,12037519850.0,0.9060112326102919,33.34493033240997,1.222207315463499,0.7497391582702146,0.0,0.0
0054003,27.0,28.0,28.0,-3.0,-5.0,-0.2,-0.3333333333333333,-0.2,27.0,0.0,2.0,under,JORGENSEN EARLE M CO /DE/,2005,2005-03-18,2005-04-15,2004-10-01,2005-04-15,2005-04-15,2005/04/15,10.0,9.0,9.0,9.68,8.75,9288900.0,-0.1,-0.1,5051,Whlsl,0.006149999999999999,13.5,39.0,11.05,0.23999999999999932,0,0,New York Stock Exchange,9.001,9.0,2,18.0,9,2.7566539772727268,17600000.0,48517110.0,19.39145966111059,485171100.0,0.9862988833709364,9.165931761505327,0.4209402484320083,1.0909965577092289,-0.2,0.0
0316300,,13.0,13.0,,1.0,,0.08333333333333333,0.08333333333333333,13.0,,1.0,within,EXCO RESOURCES INC,2006,2006-01-27,2006-02-09,2005-11-23,2006-02-09,2006-02-09,2006/02/09,13.0,13.2,13.05,13.7,13.0,26161500.0,0.01538461538461533,0.003846153846153901,1311,Oil,0.06665,11.0,38.5,12.45,-0.08000000000000007,0,0,New York Stock Exchange,9.001,8.7,3,26.0,7+,2.0,50000000.0,100000000.0,20.21244021318042,1300000000.0,1.0884459559318311,-52.07525707851959,212800.78572597806,-0.24963871,0.0,0.0
0700923,17.0,92.0,92.0,0.5,2.1000000000000014,0.034482758620689655,0.14482758620689665,0.034482758620689655,17.0,-1.0,2.0,above,MYR GROUP INC.,2008,2008-05-13,2008-08-13,2008-01-25,2008-08-13,2008-08-13,2008/08/13,16.6,16.0,16.6,16.6,16.0,245000.0,-0.036144578313253094,0.0,1623,Cnstr,0.059,3.0,37.5,12.85,-0.040000000000000036,0,0,New York Stock Exchange,0.0,0.0,1,0.0,0+,1.0011190010429756,19690777.0,19712811.0,19.469809560918907,327232662.6,0.5194662935726595,34.73438728372784,1.1524995777172784,0.47791256153168615,0.0,0.034482758620689655
0732834,,28.0,28.0,,-2.0,,-0.11764705882352941,-0.11764705882352941,28.0,,1.0,under,"CONTINENTAL RESOURCES, INC",2007,2007-04-18,2007-05-16,2006-03-07,2007-05-16,2007-05-16,2007/05/16,15.0,14.05,14.35,14.44,14.05,2465200.0,-0.06333333333333328,-0.043333333333333356,1311,Oil,0.0563,10.0,55.5,9.25,0.1200000000000001,0,0,New York Stock Exchange,9.001,4.5,2,9.0,0+,8.136495690072639,20650000.0,168018636.0,19.676439221427533,2520279540.0,0.42898539925884444,9.95811551713238,5.210935838164631,1.5063090977598461,0.0,0.0
0742275,,,-24.0,,,,,,,,0.0,within,BEVERLY NATIONAL CORP,2006,2006-07-13,2006-06-19,2006-05-19,2006-07-13,2006-06-19,2006/06/19,22.0,21.7,21.65,21.75,21.65,2400.0,-0.013636363636363669,-0.015909090909090973,6020,Banks,0.007250000000000001,11.0,9.0,4.3,-0.020000000000000462,0,0,New York Stock Exchange,8.001,8.0,1,8.0,7+,3.705032857142857,700000.0,2593523.0,16.549878067383858,57057506.0,0.9323343379887082,77.31369376693767,8.740426776960785,0.28455502418910494,0.0,0.0
0748015,13.0,14.0,14.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,13.0,-2.0,1.0,within,SEALY CORP,2006,2006-03-24,2006-04-07,2005-06-30,2006-04-10,2006-04-07,2006/04/07,16.0,17.5,17.5,18.2,17.3,23829200.0,0.09375,0.09375,2510,Hshld,0.0037999999999999996,11.5,47.0,11.15,0.14000000000000057,0,0,New York Stock Exchange,9.001,6.5,4,26.0,0+,3.2405071428571435,28000000.0,90734200.0,19.855765269241687,1451747200.0,1.460745489763459,21.199889017070927,0.9878694097745333,0.7547209321292302,0.0,0.06666666666666667
0767884,14.0,28.0,28.0,-5.5,-9.0,-0.25,-0.4090909090909091,-0.25,14.0,-1.0,2.0,under,"CERES, INC.",2012,2012-01-25,2012-02-22,2011-05-23,2012-02-22,2012-02-22,2012/02/22,13.0,14.8,14.8,15.41,14.5,1115396.0,0.13846153846153852,0.13846153846153852,0100,Agric,0.06425,5.0,37.5,5.45,-0.019999999999999574,0,0,New York Stock Exchange,9.001,8.5,2,17.0,7+,4.695581400000001,5000000.0,23477907.0,18.51599092375669,305212791.0,1.4122566037735849,-40.47915,174.60685983981693,-0.32115298863736025,-0.25,0.0
0809248,,21.0,21.0,,-2.0,,-0.13333333333333333,-0.13333333333333333,21.0,,1.0,under,"CARROLS RESTAURANT GROUP, INC.",2006,2006-11-24,2006-12-15,2006-09-22,2006-12-15,2006-12-15,2006/12/15,13.0,13.75,15.2,15.28,13.01,5691020.0,0.057692307692307696,0.16923076923076918,5812,Meals,0.0465,21.5,36.5,13.55,-0.21999999999999975,0,0,New York Stock Exchange,8.001,7.5,2,15.0,7+,2.162554,10000000.0,21625540.0,18.82614585206053,281132020.0,1.2070324380793696,28.857731471977008,0.49959397285688645,0.45048586069989466,0.0,0.0
