cik,Coname,pct_final_revision_down,pct_final_revision_up,percent_final_price_revision,number_of_price_updates,date_trading,open_return,close_return,SIC,FF49_industry,VC,underwriter_rank_single,underwriter_rank_avg,underwriter_rank_med,underwriter_num_leads,underwriter_collective_rank,share_overhang,total_dual_class_shares,proceeds,market_cap,liab_over_assets,EPS,sales,M3_IPO_volume,M3_indust_rets,M3_initial_returns,M3_pct_above_midpoint
0018169,DOLE FOOD CO INC,10.714285714285714,0.0,-10.714285714285714,1,2009-10-23,-0.4000000059604645,-1.7599999904632568,0100,Agric,0,9.00100040435791,8.399999618530272,8.399999618530272,4,33.5,2.4478509426116943,87425000.0,500010000.0,1223950000.0,0.8684952555021024,1.4279553903345723,3311312000.0,6.333333492279053,-6.396666526794434,6.766666889190674,50.33333206176758
0029534,DOLLAR GENERAL CORP,4.545454545454546,0.0,-4.545454545454546,1,2009-11-13,4.761904716491699,8.238095283508299,5331,Rtail,1,9.00100040435791,3.0,3.0,3,9.0,9.989583969116213,340644832.0,750200000.0,7494186304.0,0.6699609975728517,0.5184167890150173,5681844000.0,6.333333492279053,2.276666641235352,6.766666889190674,50.33333206176758
0054003,JORGENSEN EARLE M CO /DE/,33.33333333333333,0.0,-33.33333333333333,2,2005-04-15,-10.0,-10.0,5051,Whlsl,0,9.00100040435791,9.0,9.0,2,18.0,2.756654024124145,48517112.0,264000000.0,727756680.0,0.9862988833709364,1.090996512735548,1152589000.0,11.666666984558105,-0.496666669845581,11.43333339691162,42.66666793823242
0316300,EXCO RESOURCES INC,0.0,8.333333333333332,8.333333333333332,1,2006-02-09,1.5384615659713743,0.3846153914928436,1311,Oil,1,9.00100040435791,8.699999809265138,8.699999809265138,3,26.0,2.0,100000000.0,600000000.0,1200000000.0,1.0884459559318311,-0.24963871,6109.0,12.333333015441895,4.9099998474121085,15.233333587646484,41.33333206176758
0700923,MYR GROUP INC.,0.0,14.482758620689664,14.482758620689664,2,2008-08-13,-3.614457845687866,0.0,1623,Cnstr,0,0.0,0.0,0.0,1,0.0,1.0011190176010132,19712812.0,285516266.5,285835774.0,0.5194662935726595,0.4779125372879323,283933000.0,3.0,3.4833333492279053,14.133333206176758,36.0
0732834,"CONTINENTAL RESOURCES, INC",11.764705882352938,0.0,-11.764705882352938,1,2007-05-16,-6.333333492279053,-4.333333492279054,1311,Oil,0,9.00100040435791,4.5,4.5,2,9.0,8.136495590209961,168018640.0,351050000.0,2856316880.0,0.4289853992588445,1.5063090618993231,483652000.0,11.333333015441895,3.0,11.899999618530273,57.66666793823242
0748015,SEALY CORP,0.0,6.666666666666668,6.666666666666668,1,2006-04-07,9.375,9.375,2510,Hshld,1,9.00100040435791,6.5,6.5,4,26.0,3.2405071258544917,90734200.0,420000000.0,1361013000.0,1.4607454897634589,0.7547209321292302,1469574000.0,11.0,1.1833332777023315,13.666666984558105,46.0
0767884,"CERES, INC.",40.90909090909091,0.0,-40.90909090909091,2,2012-02-22,13.84615421295166,13.84615421295166,0100,Agric,1,9.00100040435791,8.5,8.5,2,17.0,4.695581436157227,23477908.0,110000000.0,516513976.0,1.4122566037735849,-0.3211529749584162,1748000.0,7.0,4.369999885559082,6.5333333015441895,37.0
0809248,"CARROLS RESTAURANT GROUP, INC.",13.333333333333336,0.0,-13.333333333333336,1,2006-12-15,5.769230842590332,16.923076629638672,5812,Meals,0,8.00100040435791,7.5,7.5,2,15.0,2.1625540256500244,21625540.0,150000000.0,324383100.0,1.2070324380793696,0.4504858606998946,562721000.0,17.0,5.453333377838135,14.233333587646484,43.33333206176758
0817979,ACCURIDE CORP,50.0,0.0,-50.0,2,2005-04-26,0.0,0.0,3714,Autos,0,9.00100040435791,5.699999809265138,5.699999809265138,3,17.0,2.9656991958618164,32622690.0,198000000.0,587208420.0,1.0763424413755067,0.6675108643707801,494008000.0,11.666666984558105,-5.619999885559082,11.43333339691162,42.66666793823242
